AssignmentStatus,Input.request,Answer.utterance,,,
Approved,run an OLS regression of stinger on bedwards,Start an OLS regression of stinger on bedwards.,,,
Approved,run an OLS regression of stinger on bedwards,Can you run an OLS regression of stinger on bedwards?,,,
Approved,run an OLS regression of stinger on bedwards,"Please, can you run an OLS regression of stinger on bedwards?",,,
Approved,run an OLS regression of stinger on bedwards,Execute an OLS stinger regression on bedwards,,,
Approved,run an OLS regression of stinger on bedwards,Can you run an OLS regression of stinger on bedwards,,,
Approved,run an OLS regression of stinger on bedwards,How do I run an OLS regression on stinger on bedwards?,,,
Approved,run an OLS regression of stinger on bedwards,Can you regress stinger on bedwards in OLS method?,,,
Approved,run an OLS regression of stinger on bedwards,Please run an OLS regression of stinger on bedwards,,,
Approved,run an OLS regression of stinger on bedwards,"Using the data in stinger on bedwards, perform an OLS regression.",,,
Approved,run an OLS regression of stinger on bedwards,I need you to run an OLS regression of stinger on bedwards,,,
Approved,run an OLS regression of stinger on bedwards,"For stinger on bedwards, run an OLS regression",,,
Approved,run an OLS regression of stinger on bedwards,run an OLS regression of stinger on bedwards,,,
Approved,run an OLS regression of stinger on bedwards,I'd like to run an OLS regression but of the stinger and also the bedwards.,,,
Approved,run an OLS regression of stinger on bedwards,Did you run an OLS regression of stinger on bedwards,,,
Approved,run an OLS regression of stinger on bedwards,Execute an OLS regression of stinger on bedwards,,,
Approved,run an OLS regression of stinger on bedwards,Can you explain what regression does?,,,
Approved,run an OLS regression of stinger on bedwards,i would like to run an OLS regression of stinger onto bedwards,,,
Approved,run an OLS regression of stinger on bedwards,Generate an OLS regress of stinger on bedwards,,,
Approved,run an OLS regression of stinger on bedwards,Can you run a OLS regression of stinger on bedwards,,,
Approved,run an OLS regression of stinger on bedwards,"On bedwards, run an OLS regression of stinger.",,,
Approved,run an OLS regression of stinger on bedwards,Can you run an OLS regression of stinger on bedwards?,,,
Approved,run an OLS regression of stinger on bedwards,Conduct an OLS stinger regression on bedwards,,,
Rejected,run an OLS regression of stinger on bedwards,run an OLS relapse of stinger on bedwards,,,
Approved,run an OLS regression of stinger on bedwards,Run OLS regression of stinger on bedwards.,,,
Approved,run an OLS regression of stinger on bedwards,Run an OLS regression of stinger on bedwards,,,
Approved,run an OLS regression of stinger on bedwards,"With stinger as independent variable and Bedwards as regressor, run an OLS Regression",,,
Approved,run an OLS regression of stinger on bedwards,Using a regression of stinger on bedwards run an OLS,,,
Approved,"Run linear regression of stinger on GDP, EASY, AUTO, and MATIC.","Run a linear regression of stinger on GDP, EASY, AUTO, and MATIC.",,,
Rejected,"Run linear regression of stinger on GDP, EASY, AUTO, and MATIC.",;iyutyrdukylifdtyrdtufy,,,
Approved,"Run linear regression of stinger on GDP, EASY, AUTO, and MATIC.","Please Run linear regression of stinger on GDP,EASY,AUTO, and MATIC.",,,
Rejected,"Run linear regression of stinger on GDP, EASY, AUTO, and MATIC.","Is it common to run linear because of regression on stinger? Because the GDP, EASY, AUTO and MATIC are available.",,,
Approved,"Run linear regression of stinger on GDP, EASY, AUTO, and MATIC.","On GDP, EASY, AUTO, and MATIC, run linear regression of stinger",,,
Approved,"Run linear regression of stinger on GDP, EASY, AUTO, and MATIC.","Execute the command for linear regression on the stinger, GDP, EASY, AUTO, and MATIC.",,,
Rejected,"Run linear regression of stinger on GDP, EASY, AUTO, and MATIC.",Can you explain what regression does?,,,
Rejected,"Run linear regression of stinger on GDP, EASY, AUTO, and MATIC.","Run linear Stinger regression on GDP, Simple, AUTO, and MATIC.",,,
Approved,"Run linear regression of stinger on GDP, EASY, AUTO, and MATIC.","Start linear regression of stinger on GDP, EASY, AUTO, and MATIC.",,,
Approved,"Run linear regression of stinger on GDP, EASY, AUTO, and MATIC.","Regress stinger on GDP, EASY, AUTO, and MATIC.",,,
Rejected,"Run linear regression of stinger on GDP, EASY, AUTO, and MATIC.",`,,,
Approved,"Run linear regression of stinger on GDP, EASY, AUTO, and MATIC.","Shoot linear regression of stinger on GDP, EASY, AUTO, and MATIC.",,,
Approved,"Run linear regression of stinger on GDP, EASY, AUTO, and MATIC.","Perform the linear regression of stinger, relating GDP, EASY, AUTO and MATIC.",,,
Approved,"Run linear regression of stinger on GDP, EASY, AUTO, and MATIC.","Run linear regression of stinger on GDP, EASY, AUTO and MATIC.",,,
Approved,"Run linear regression of stinger on GDP, EASY, AUTO, and MATIC.","On GDP, EASY, AUTO, and MATIC, run a linear regression of stinger.",,,
Rejected,"Run linear regression of stinger on GDP, EASY, AUTO, and MATIC.","Run direct relapse of stinger on GDP, EASY, AUTO, and MATIC.",,,
Approved,"Run linear regression of stinger on GDP, EASY, AUTO, and MATIC.","In stinger in GDP, EASY, AUTO and MATIC. Please perform linear regression",,,
Approved,"Run linear regression of stinger on GDP, EASY, AUTO, and MATIC.","How linear regression of stinger run on GDP, Simple, AUTO, and MATIC",,,
Approved,"Run linear regression of stinger on GDP, EASY, AUTO, and MATIC.","Please tell me the results of a linear regression of stinger on GDP, EASY, AUTO, and MATIC.",,,
